Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Femmes Business Angels Angel network,France,$50k to $200k,2. Prototype 3. Early Revenue,We invest in innovative French companies often (but not always) founded by female...,team@femmesbusinessangels.com
Laconia VC firm,USA,$500k to $2M,3. Early Revenue 4. Scaling +1,"We invest in B2B software companies revolutionizing legacy industries. We are sector-agnostic, with a geographic focus...",invest@laconia.com
node.vc VC firm,Sweden Norway +5,$500k to $2.5M,3. Early Revenue 5. Growth,We invest in companies driven by disruptive forces shaping technology and society. Key focus areas include new...,hello@nodevc.com
OTB Ventures VC firm,Netherlands Austria +14,$1M to $6M,3. Early Revenue 4. Scaling,"We invest in Fintech and / or deep tech companies, with European R&D at early growth stage (post product / post...",team@otb.com
Keen Venture Partners VC firm,Netherlands Germany +5,$6M to $11M,3. Early Revenue 4. Scaling,We invest in European scale-ups at the Series A and Series B stage with €1M+...,invest@keenventurepartners.com
Hanna Markouskaya Solo angel,UK,$50k to $50k,3. Early Revenue 4. Scaling,"I invest in B2B, DeepTech, Data, AI, Climate, FinTech, Enterprise",hanna@markouskaya.com
Speedinvest VC firm,USA Austria +30,$200k to $3M,1. Idea or Patent 2. Prototype +3,"We invest in Europe's most innovative early-stage technology startups (pre-Seed, Seed) across Climate Tech, Consumer...",invest@speedinvest.com
10K Ventures Family office,Kenya Nigeria +15,$100k to $200k,1. Idea or Patent 2. Prototype +1,"We invest in early stage startups and funds globally

Our (Hypo)thesis here...",contact@10k.com
100X.VC VC firm,India,$35k to $35k,1. Idea or Patent 2. Prototype +1,We invest in all sectors focused on writing the first cheque in Indian pre-seed / seed-stage startups....,100xvc@gmail.com
Spiral Ventures VC firm,India Indonesia +5,$100k to $1M,3. Early Revenue 2. Prototype +1,"We invest in Pre-Seed up to Series A round. Sectors that we have invested in: E-Commerce, Marketplace, FinTech,...",team@spiral.com
Emerge Education VC firm,UK Germany +14,$300k to $500k,1. Idea or Patent 2. Prototype +1,We invest in European founders that are bridging the gap between talent and opportunity. #edtech #education #future of...,emergeeducation@hotmail.com
Courtside Ventures VC firm,USA Canada +3,$500k to $3M,2. Prototype 3. Early Revenue +1,"We invest in early-stage companies across sports, collectibles, media, fitness, wellness and gaming....",hello@courtside.com
Bridge Partners VC firm,Argentina Colombia +7,$300k to $500k,2. Prototype 3. Early Revenue +1,"We invest in LATAM-based companies raising a seed/bridge round in the prototype/early traction/traction phases, with...",info@bridgepartners.com
General Inception Startup studio,USA UK +8,$250k to $1.5M,1. Idea or Patent 2. Prototype,"We work with all deep science and deep technology ventures. We have an immediate emphasis on biotech, life sciences,...",contact@generaleptionstartupstudio.com
Dmitry Samoylovskikh Solo angel,Andorra Austria +39,$300k to $300k,2. Prototype 3. Early Revenue +1,I invest in early stage startups with some evidence of early traction,dmitry@samoylovskikh.com
Accion Venture Lab VC firm,Kenya Nigeria +16,$200k to $500k,3. Early Revenue 4. Scaling,"We invest in innovative, scalable fintech startups that improve the reach, quality, and affordability of financial...",accionventurelab@hotmail.com
BCVP Bull City Venture... VC firm,USA,$100k to $5M,3. Early Revenue 4. Scaling +2,"We invest in Software, Internet, Mobile, Health IT and E-Commerce 

We are located in Durham, North Carolina. Because...",contact@bcvpbullcityventure.com
Blume Equity VC firm,UK Germany +12,$5M to $15M,4. Scaling 5. Growth,"We invest in climate related SaaS, and hardware with $3m+ ARR",invest@blumeequity.com
Adam Morand Solo angel,Antigua and Barbuda Barbados +5,$50k to $50k,2. Prototype 3. Early Revenue,I invest in disruptively intelligent entrepreneurs focused on economically viable and sustainable solutions for basal...,adam@morand.com
LVenture Group VC firm,Italy,$150k to $300k,2. Prototype 3. Early Revenue +1,"We invest in digital startups and accelerate their development process, from prototype development to market...",team@lventure.com
Sebastien Valla Solo angel,Andorra France +11,$10k to $500k,1. Idea or Patent 2. Prototype,"I invest in projects I believe in, mainly crypto, AI, SASS and tech",sebastien@valla.com
Chile Ventures VC firm,Chile Colombia +5,$100k to $1M,3. Early Revenue 4. Scaling +1,"We invest in recurring revenue based startups. SaaS, subscription models. We like bits before atoms. Sector Agnostic....",chile@hotmail.com
Da VC VC firm,USA Germany +1,$200k to $1M,1. Idea or Patent 2. Prototype +1,We invest in US and EU-based industrial tech and deep tech startups - backed by the thesis that age-old industries such...,info@davc.com
Jason Hung Solo angel,Belgium Cyprus +19,$500k to $2M,4. Scaling 5. Growth +1,"I invest in project that fit in to following conditions:
1. Project with revenue stream or proof or profitable
2. SAAS,...",jason@hung.com
Vertex Ventures US VC firm,USA,$1M to $10M,3. Early Revenue 2. Prototype,We invest in founders building b2b businesses and are looking for a partner to help them turn great products into a...,contact@vertexus.com
Realist Ventures VC firm,USA,$100k to $500k,3. Early Revenue 4. Scaling +1,"We invest in groundbreaking startups with diverse teams of pre-seed, and seed startups in Biotech, Saas, and Software....",realist@hotmail.com
Liquidity Capital VC firm,USA UK +2,$3M to $100M,5. Growth 6. Pre-IPO,We invest in startups with $2M+ ARR,hello@liquidity.com
Alstin Capital VC firm,Austria Belgium +27,$1.2M to $6M,4. Scaling 5. Growth,We invest in rapidly growing technology companies that have the potential to leverage the significant market potential...,hello@alstin.com
Alarabi Venture Capita... VC firm,UAE Saudi Arabia +7,$100k to $500k,3. Early Revenue 4. Scaling,We invest in GCC based technology startups with proven traction.,contact@alarabiventurecapita.com
Redrice Ventures VC firm,UK,$200k to $2M,3. Early Revenue 4. Scaling,"We invest in seed and series A purpose-driven B2C and DTC consumer goods and brands, future of commerce platforms and...",contact@redrice.com
Mark Hammond Solo angel,USA,$5k to $100k,1. Idea or Patent 2. Prototype +1,"I invest in pre-Seed, Seed and Series A startups building in the DeepTech space, particularly...",mark@hammond.com
q fund VC firm,Israel,$200k to $2M,1. Idea or Patent 2. Prototype +1,"We invest in early-stage startups, in the fields of Automotive & mobility, Energy, Logistics, Industry...",hello@qfund.com
Ulixes Capital Partner... VC firm,Austria Croatia +10,$100k to $700k,2. Prototype 3. Early Revenue +1,"We invest in visionary founders!
We are anti-thematic and we focus on startups seeking to disrupt existing, large...",invest@ulixespartner.com
Starlight Ventures VC firm,UK USA +11,$100k to $3M,2. Prototype 3. Early Revenue +1,We invest in early stage startups using transformative technologies to address humanity’s biggest...,info@starlight.com
High Alpha VC firm,USA Canada,$1M to $5M,3. Early Revenue 4. Scaling,"We invest in B2B SaaS. 

High Alpha is an Indianapolis-based venture studio, focusing on company creation and scale in...",highalpha@gmail.com
Capital Energy Quantum Corporate VC,Spain Portugal,$200k to $500k,3. Early Revenue 4. Scaling,"We invest in and around the energy sector: client-focused solutions, digital & data-driven utility, sustainable...",invest@energyquantumcorporatevc.com
Capnamic VC firm,Germany Austria +1,$500k to $3.6M,3. Early Revenue,We invest in markets and industries characterized by high growth and technological innovation; we believe that...,team@capnamic.com
Daphni VC firm,UK France +8,$500k to $6M,3. Early Revenue 4. Scaling,"We invest in new usage
We invest in european DNA companies
We are sector agnostic
We like singular projects
We believe...",contact@daphni.com
Kickstart Fund VC firm,USA,$250k to $2M,3. Early Revenue 4. Scaling +2,"We invest in the boldest entrepreneurs and help them build great companies in the Wild West by backing with capital,...",kickstartfund@gmail.com
No Brand Family office,Australia New Zealand,$25k to $1M,3. Early Revenue 4. Scaling,"We invest in Australian or New Zealand startups in Seed or Series A rounds. Our areas of interest include: AI, ML,...",team@nobrand.com
d.ventures VC firm,Germany Austria +15,$50k to $2M,2. Prototype 3. Early Revenue +3,"We invest in tech-driven startups that have a product-market fit, in Europe, the US and UAE.  Typical investments...",d@hotmail.com
SET Ventures VC firm,Belgium Denmark +15,$1M to $6M,3. Early Revenue 4. Scaling,"We invest in their early growth stage and must have a strong digital DNA, building a solution for the energy system...",set@hotmail.com
"Visible Hands Incubator, Accelerator",USA,$25k to $175k,1. Idea or Patent 2. Prototype +1,"We invest in Women and Founders of Color building venture scalable companies at the Pre-Seed (Idea, Pre-Product,...",invest@visiblehandsubatoraccelerator.com
Anil Amesur Solo angel,USA Hong Kong +7,$5k to $200k,1. Idea or Patent 2. Prototype +1,I invest in startups led by a strong team going after a big market,anil@amesur.com
Bloc Ventures VC firm,Belgium Finland +8,$200k to $6M,1. Idea or Patent 2. Prototype +3,"We invest in ambitious entrepreneurs building products across cloud, connectivity, data science and security with the...",bloc@hotmail.com
Alex Burciu Solo angel,Estonia Romania,$10k to $100k,1. Idea or Patent 2. Prototype +1,"I invest in deep tech, AI, web3 and innovative software.",alex@burciu.com
People Ventures VC firm,Denmark Sweden +2,$250k to $1.5M,1. Idea or Patent 2. Prototype +1,We invest in Nordic-based founders with a soft focus on Digital Health and B2B...,hello@people.com
Tobias Meixner Solo angel,USA Singapore +4,$5k to $25k,1. Idea or Patent 2. Prototype,"I invest in early stage startups in SaaS, Developer tooling and B2B.",tobias@meixner.com
"yard[hub] Incubator, Accelerator",Angola Benin +190,$50k to $200k,1. Idea or Patent 2. Prototype +2,We accelerate web3 startups. Our goal is to revolutionize the way we interact with the web by developing cutting-edge...,yardhububatoraccelerator@gmail.com
BlackFin Tech VC firm,France Germany +7,$1M to $30M,3. Early Revenue 4. Scaling +1,We invest in fast growing fintechs and insurtechs in Europe. Accross stages.,info@blackfintech.com
Capital Nature VC firm,Israel,$300k to $2M,1. Idea or Patent 2. Prototype +1,"We invest in energy, infrastructure and environment-related startups",nature@gmail.com
Form Ventures VC firm,UK,$250k to $1.3M,1. Idea or Patent 2. Prototype +1,We invest in UK based pre-seed and seed stage tech companies for which public policy and regulation matter....,form@gmail.com
Intuitio Ventures Startup studio,USA UAE +1,$50k to $100k,1. Idea or Patent 2. Prototype +1,We back Industry 4.0 and Web3 startups in MEA,intuitiostartupstudio@gmail.com
Norman K Family office,France UK +1,$1M to $5M,6. Pre-IPO 5. Growth,"We invest in fintech, SAAS, IoT and energy",normank@hotmail.com
FIRSTPICK VC firm,Lithuania Latvia +1,$50k to $300k,2. Prototype 3. Early Revenue +1,"We invest in Fintech, SaaS, Deeptech and Consumer marketplaces, but are not limited to those. Our initial ticket is...",info@firstpick.com
Galileo Ventures VC firm,Australia Singapore +2,$50k to $350k,3. Early Revenue,"We invest in emerging founders – first-time, young, or overlooked founders building their first high-growth...",info@galileo.com
Up VC VC firm,UK UAE +5,$200k to $500k,2. Prototype 3. Early Revenue +1,"We invest in Fintech, Regulated AI, HealthTech, Pre-seed and Seed around",info@upvc.com
Miami University Socia... Other,USA,$5k to $50k,3. Early Revenue 2. Prototype +1,We invest in US-based seed-stage social enterprises that have a measurable social...,invest@miamiuniversitysociaother.com
WOCstar Fund VC firm,USA,$200k to $2M,3. Early Revenue 4. Scaling,"We invest in companies and technology that are redefining how we will Consume, Work & Learn, Build Wealth, & Create a...",team@wocstarfund.com
Credo Ventures VC firm,Czech Republic Slovakia +7,$100k to $3M,1. Idea or Patent 2. Prototype +1,We invest in the Central and Eastern European region and its diaspora. Targeting founders who leverage the incredible...,contact@credo.com
SoGal Ventures VC firm,USA Canada +2,$250k to $3M,1. Idea or Patent 2. Prototype +2,"We invest globally in diverse founding teams revolutionizing how the next generations live, work & stay healthy....",hello@sogal.com
Jiahao Huang Solo angel,UK,$5k to $10k,1. Idea or Patent 2. Prototype,I invest in deeptech and D2C companies. I invest in super early stage with £5K...,jiahao@huang.com
b.value AG VC firm,Germany Austria +1,$100k to $550k,1. Idea or Patent 2. Prototype +1,"We invest in biotechnology (including precision fermentation, sustainable chemicals, food/feed, life science methods)...",bvalueag@gmail.com
Necessary Ventures VC firm,USA,$250k to $1M,3. Early Revenue 4. Scaling +1,"We invest in Fintech, EdTech, HealthTech, Biotech (platform only), AgTech, CleanTech, and ClimaTech companies....",necessary@gmail.com
"Outlier Ventures Incubator, Accelerator",UK USA +47,$50k to $100k,2. Prototype 3. Early Revenue,We invest in Global Web 3 and blockchain startups building the Metaverse = DeFi + NFT + New Data at stages ranging from...,info@outlierubatoraccelerator.com
Finch Capital VC firm,Ireland UK +9,$5M to $10M,5. Growth,"We invest in growth-stage companies in Finance, Real Estate and Health Tech. 

Our Investment strategy is as...",contact@fh.com
SyndicateRoom VC firm,UK,$200k to $200k,2. Prototype 3. Early Revenue +1,We invest with the UK's top performing angel investors.,syndicateroom@gmail.com
Truleum Venture Partne... VC firm,UAE Saudi Arabia +2,$200k to $350k,1. Idea or Patent 2. Prototype +1,"We invest in Pre-seed round in Fintech verticals built from our Venture studio, with a ticket size of $200K to $350K....",info@truleumventurepartne.com
Next47 VC firm,USA Germany +4,$2M to $40M,3. Early Revenue 4. Scaling +1,"We invest in B2B startups in North America, Europe, and Israel focused on enterprise tech (SaaS, IT & infra) as well as...",next47@hotmail.com
Helicase Venture VC firm,USA,$500k to $5M,1. Idea or Patent 2. Prototype,"We invest in healthcare. 

Our mission at Helicase Venture is to work with early-stage companies to unlock their...",team@helicaseventure.com
Stride.VC VC firm,UK France,$250k to $5M,1. Idea or Patent 2. Prototype +1,We invest pre-traction in hyper-ambitious founders who want to reshape their industry. We prefer whiteboards to boards....,team@stridevc.com
Ethos VC VC firm,USA Brazil +7,$250k to $3M,3. Early Revenue 4. Scaling +1,We invest in businesses across numerous industries in the US and emerging markets (most notably LATAM and Africa). We...,ethosvc@hotmail.com
Pegasus Angel Accelera... Angel network,USA,$100k to $100k,3. Early Revenue,We invest in visionary founders tackling high-growth markets with innovative solutions that disrupt traditional...,pegasusangelaccelera@gmail.com
K Fund VC firm,Spain Portugal +3,$100k to $2M,1. Idea or Patent 2. Prototype +1,We invest in pre-seed to pre-Series A B2B and B2C companies across Europe and the...,kfund@gmail.com
AngelHub Other,Belgium France +13,$200k to $750k,3. Early Revenue 4. Scaling +1,"We invest in web3, fintech, industry 4.0, SaaS, ESG",angelhubother@gmail.com
N1 Investment Company VC firm,Portugal Spain +4,$50k to $100k,3. Early Revenue,"We invest in pre-seed and seed stage startups in AI, Saas, Tech",team@n1investment.com
Mayank Jain Solo angel,USA India +1,$100k to $500k,3. Early Revenue 4. Scaling,I invest in Early Revenue Tech and Tech-Enabled start-up,mayank@jain.com
Nova Growth Capital VC firm,UK,$100k to $300k,1. Idea or Patent 2. Prototype +1,We invest in businesses that come out of venture builders.,info@novagrowth.com
Fil Rouge Capital VC firm,Croatia,$5k to $1M,1. Idea or Patent 3. Early Revenue +2,"We invest in entrepreneurs, start-up, and scale-up companies based in Croatia. We are sector agnostic and we run an...",team@filrouge.com
Buoyant Ventures VC firm,USA UK +21,$500k to $5M,3. Early Revenue 4. Scaling,"We invest in digital solutions for climate. 
- DIGITAL TECHNOLGIES, this includes software, analytics, sensors,...",buoyant@hotmail.com
FOV Ventures VC firm,Austria Belgium +26,$250k to $500k,2. Prototype 3. Early Revenue +1,We invest in European founders building the Metaverse,fov@hotmail.com
"Berkeley SkyDeck Incubator, Accelerator",Germany UK +5,$200k to $200k,5. Growth 4. Scaling +3,"We invest in and accelerate transformational startups from outside of the US. We love deeptech, biotech, quantum...",invest@berkeleyskydeckubatoraccelerator.com
Reach Capital VC firm,USA UK,$100k to $10M,3. Early Revenue 4. Scaling,"We invest in everything related to the enabling learning and earning (Edtech, Future of Work)...",reach@gmail.com
"Pax Momentum Incubator, Accelerator",USA Canada,$100k to $100k,1. Idea or Patent 2. Prototype +2,"We invest in B2B startups that are ready to take their product to the market. We are industry agnostic, but prefer SaaS...",team@paxmomentumubatoraccelerator.com
Startup-O VC firm,Australia Canada +12,$150k to $500k,3. Early Revenue 4. Scaling,"We invest in product-ready, early revenues tech-ventures, especially in B2B space. We are tech vertical agnostic but...",team@startupo.com
Privilège Ventures VC firm,Switzerland Italy +3,$300k to $1M,2. Prototype 3. Early Revenue,"We invest in MedTech, Deeptech and Digital economy across Europe. Focus on gender mix team; female led companies....",hello@privilège.com
Scala VC firm,Colombia Ecuador +3,$5k to $25k,3. Early Revenue 2. Prototype,"We invest in early stage startups with a scalable tech component, a huge market size and incredible founders. We are...",team@scala.com
SaaSholic VC firm,Brazil Colombia +9,$100k to $500k,1. Idea or Patent 2. Prototype +2,"We invest in the best early-stage Latam SaaS companies.

We are looking for companies that have their MVP/product live...",info@saasholic.com
Maverick Ventures (Isr... VC firm,Israel,$1M to $6M,3. Early Revenue 4. Scaling,We invest in Israeli founders in companies with early growth traction and initial revenues....,maverickisr@hotmail.com
O2 Angels Network Angel network,India UAE +12,$50k to $500k,1. Idea or Patent 2. Prototype +2,We invest in Deeptech,invest@o2angelsnetwork.com
Alpaca VC VC firm,USA Canada,$500k to $1.3M,3. Early Revenue 2. Prototype +2,"We invest in Seed rounds in companies reshaping the real world. We prefer to lead. 

We believe that layering...",hello@alpacavc.com
A&G Energy Transition ... VC firm,Spain,$5M to $10M,5. Growth,"We invest in cleantech (SaaS, PaaS, cleantech, IoT, industry 4.0, blockchain, etc companis with business model tested...",agenergytransition@gmail.com
Rick Fisher Solo angel,USA UK,$50k to $200k,4. Scaling 5. Growth,"I invest in early to growth-stage startups in fintech, SaaS, and enterprise tech, focusing on companies with strong...",rick@fisher.com
Blue Heron Capital VC firm,USA,$2M to $8M,4. Scaling 5. Growth +1,We invest in differentiated platforms in the healthcare and technology industries with $2M+ in ARR. ...,contact@blueheron.com
Index Exchange Corporate VC,Canada USA +3,$50k to $600k,2. Prototype 3. Early Revenue,"We invest in early stage startups in Fintech, IoT, Hardware, drones, cleantech, robots, agriculture, and...",info@indexexchangecorporatevc.com
CIG Family office,Austria UK +38,$200k to $3M,2. Prototype 3. Early Revenue +2,We invest in startups with strong teams and good traction (preferably at least $20K MRR) across a wide range of tech...,team@cig.com
Houghton Street Ventur... VC firm,UK USA +27,$500k to $2.5M,1. Idea or Patent 2. Prototype +2,"We invest in students and alumni of the London School of Economics, globally, at Seed and Series...",hello@houghtonstreetventur.com
Jean-Marc Royer Solo angel,France,$25k to $500k,1. Idea or Patent 2. Prototype +1,"I invest in B2C products only. Seed or pre-seed round.
Product that can become a famous...",jeanmarc@royer.com
Bri Cho Solo angel,Canada USA +39,$1k to $200k,2. Prototype 3. Early Revenue +3,"I invest in all sectors and most geos, but am looking for strong founder market...",bri@cho.com
Meta3Ventures VC firm,Israel UK +2,$100k to $5M,2. Prototype 3. Early Revenue +2,We invest in deep tech early-stage disruptive technologies and ideas leveraging AI Blockchain AR/VR tech and more in a...,invest@meta3.com
Sree Kasturi Solo angel,USA India,$1k to $25k,1. Idea or Patent 2. Prototype,"I invest in people building foundational technologies for tomorrow. My focus is deep / frontier tech: pure AI,...",sree@kasturi.com
Portugal Ventures VC firm,Portugal,$100k to $1M,2. Prototype 3. Early Revenue,We invest in Portugal-based tech-based startups with MVP.,contact@portugal.com
Sierra Ventures VC firm,Canada Mexico +3,$1M to $6M,2. Prototype 3. Early Revenue +1,"We invest in early-stage B2B and B2B2C Seed and Series A companies. We focus on 3 buckets: infrastructure, deeptech,...",invest@sierra.com
Counter Culture Ventur... VC firm,USA South Korea,$100k to $1M,2. Prototype 1. Idea or Patent,We invest in people who have walked extraordinary paths in life or gone through a really difficult moment and looked to...,contact@countercultureventur.com
European Investment Fu... VC firm,Germany France +6,$5M to $20M,5. Growth,"We invest mostly in VC funds, but also do co-investments directly in companies at growth...",europeaninvestmentfu@gmail.com
Team8 VC firm,Israel,$1M to $20M,1. Idea or Patent 2. Prototype +2,"We invest in, Cyber, FinTech, Enterprise Applications, Infrastructure & DevOps",info@team8.com
Prequel Ventures VC firm,Germany Switzerland +26,$10k to $200k,1. Idea or Patent 2. Prototype +1,We invest in European supply chain management startups in their respecitve pre-seed stages. Supply chain management...,prequel@gmail.com
Northstar Ventures VC firm,UK,$150k to $700k,2. Prototype 3. Early Revenue +1,"We invest in teams with a presence in NE of england, with an early product with customers, predominantly focussed...",northstar@hotmail.com
Citizen Capital VC firm,France,$360k to $4.8M,3. Early Revenue 4. Scaling +1,"We invest in ambitious and mission-driven entrepreneurs, trying to solve major social or environmental issues.

We...",contact@citizen.com
Coparion VC firm,Germany,$500k to $8M,3. Early Revenue 4. Scaling +1,"We invest in German technology and life sciences companies, from early seed to late-stage growth rounds and across all...",info@coparion.com
Connect Ventures VC firm,Belgium Croatia +9,$1M to $2.8M,1. Idea or Patent 2. Prototype +1,"We invest in opinionated products, crafted with love and loved by many",info@connect.com
BackBone Ventures VC firm,Switzerland Germany +2,$100k to $1.1M,1. Idea or Patent 2. Prototype +2,"We invest in early-stage startups, primarily in the area of innovative ICT, FoodTech and disruptive technologies in...",info@backbone.com
Vertex Ventures Israel VC firm,Israel,$500k to $8M,1. Idea or Patent 2. Prototype +2,We invest in early-stage Israeli Tech companies led by globally-minded entrepreneurs who seek to disrupt global...,vertexisrael@hotmail.com
Escalar Angel network,Mexico Colombia +6,$5k to $20k,2. Prototype 3. Early Revenue,We invest in latin-american startups in early stage.,hello@escalar.com
Urban Innovation Fund VC firm,USA,$750k to $1.5M,1. Idea or Patent 2. Prototype +1,"We invest in startups shaping the future of cities. Areas of interest include mobility, energy & water, future of work,...",urbaninnovationfund@gmail.com
Ellerra Ventures VC firm,USA,$100k to $1M,1. Idea or Patent 2. Prototype +2,"We invest in early-stage companies building in artificial intelligence, robotics, materials science, drug design,...",ellerra@hotmail.com
Dexter Angels Angel network,India,$50k to $100k,1. Idea or Patent 2. Prototype +2,We invest in early-stage Indian startups.,team@dexterangels.com
Flossbach von Storch -... Corporate VC,Austria Germany +1,$100k to $500k,1. Idea or Patent 2. Prototype +2,"We invest in early stage B2B Enterprise Solutions (SaaS), Wealthtech, Fintech, Regtech startups with a regional focus...",contact@flossbachvonstorchcorporatevc.com
CommerzVentures VC firm,Germany UK +33,$3M to $12M,3. Early Revenue 4. Scaling,"We invest in early-stage FinTech, InsurTech, and Climate-Fintech companies starting at Series A in Europe, Israel and...",commerz@gmail.com
Kuinji PE fund,UK,$10k to $1M,3. Early Revenue,We invest in teams & startups with early revenue.,hello@kuinjipefund.com
Raison Asset Managemen... PE fund,USA Germany +6,$100k to $5M,3. Early Revenue 4. Scaling +2,"We invest in technological startups starting from revenue generating stage, in fintech, cybersecurity, artificial...",raisonassetmanagemenpefund@gmail.com
Fearless Adventures VC firm,UK,$50k to $500k,2. Prototype 3. Early Revenue +2,"We invest in Consumer, Consumer Tech and wider marketing ecosystem.",invest@fearlessad.com
Lend East Other,Indonesia Philippines +2,$1M to $3M,4. Scaling 5. Growth,"We deploy debt capital in FinTech, AgriTech, SaaS, LogisticsTech, Alternative Lending across Consumer Lending, SME...",lendeastother@gmail.com
Boka Capital VC firm,Australia Canada +2,$1M to $80M,5. Growth 4. Scaling,"We invest in growth stage defense, emerging and deep tech companies with a socially responsible mission-driven approach...",boka@gmail.com
"Alpha Vertex Incubator, Accelerator",South Africa Canada +24,$50k to $500k,1. Idea or Patent 2. Prototype +1,"We support startups eager to embark on their entrepreneurial journey in Madrid—more fashionable than ever, and a...",hello@alphavertexubatoraccelerator.com
Fidelity International... VC firm,UK USA +11,$3M to $15M,4. Scaling 3. Early Revenue +1,We invest in Fintech strategic to Fidelity International,fidelityinternational@hotmail.com
645 Ventures VC firm,USA Canada +1,$750k to $6M,3. Early Revenue 2. Prototype +1,"We invest in tech-enabled businesses across four investment themes: SaaS For The Second Wave, Citizen Professionals,...",contact@645.com
Copilot Ventures VC firm,UK,$25k to $250k,3. Early Revenue 4. Scaling,We invest in the future of work and education sectors,copilot@hotmail.com
Trust Esport VC firm,France Portugal +8,$500k to $2.5M,1. Idea or Patent 2. Prototype +1,We invest in EU-based Esports and gaming startups.,contact@trustesport.com
BDC Capital VC firm,Canada,$500k to $7.5M,2. Prototype 3. Early Revenue +1,We invest in Canada-based early-stage B2B startups solving technical problems in the enterprise and across industries....,bdc@gmail.com
Cocoon Capital VC firm,Singapore Vietnam +5,$300k to $750k,1. Idea or Patent 2. Prototype +1,"We invest in B2B and Deep tech startups across Southeast Asia. We are industry agnostic, investing within the medtech,...",invest@cocoon.com
Güil Mobility Venture... Corporate VC,USA Spain +3,$250k to $750k,3. Early Revenue,We invest in the mobility landscape globally from pre-seed to Series A,contact@güilmobilityventurecorporatevc.com
APEX Capital VC firm,USA Portugal +22,$100k to $4M,1. Idea or Patent 2. Prototype +3,"We invest in companies that have the potential to shape the future of sports, media and entertainment....",team@apex.com
Overton Venture Capita... VC firm,USA Canada +2,$75k to $250k,2. Prototype 3. Early Revenue +1,"We invest in founders who are one step ahead, building next generation products and services essential to the changing...",overtonventurecapita@gmail.com
Crush Ventures VC firm,USA UK +1,$100k to $500k,1. Idea or Patent 2. Prototype +1,"We invest in early stage consumer and technology companies focused on the future of commerce, media and...",invest@crush.com
K9 Ventures VC firm,USA,$100k to $750k,1. Idea or Patent 2. Prototype +1,We invest in Pre-Seed stage companies founded by technical founders that are building either radically new technology...,k9@gmail.com
Singtel Innov8 Corporate VC,Singapore Australia +3,$1M to $5M,3. Early Revenue 4. Scaling +1,"We invest in 5G Enterprise & Applications, Data Privacy & Security, New Emerging...",singtelinnov8corporatevc@hotmail.com
The Techshop SGR VC firm,Italy,$500k to $1M,2. Prototype 3. Early Revenue,We invest in Italian B2B Tech companies with a first market validation seeking for a pre-seed/seed investment. We are...,team@thetechshopsgr.com
Fuel Ventures VC firm,UK,$200k to $4M,1. Idea or Patent 2. Prototype +2,"We invest into SEIS & EIS qualifying marketplaces, platforms, and SaaS model businesses both B2B and B2C. We are...",invest@fuel.com
Zanichelli Venture Corporate VC,UK France +19,$50k to $1M,3. Early Revenue 4. Scaling,We invest in global edtech companies building tools that can act as radical power-ups of the learner’s experience...,invest@zanichelliventurecorporatevc.com
Iterative Venture Angel network,USA,$100k to $250k,3. Early Revenue 4. Scaling,We invest in post-revenue US startups.,invest@iterativeventure.com
Continental CVC Corporate VC,Germany USA +9,$500k to $10M,3. Early Revenue 4. Scaling +1,"We invest in global Series A and B. Minority investments within deeptech, mobility, sustainability, materials and...",continentalcvccorporatevc@hotmail.com
Ascension VC firm,UK,$100k to $500k,2. Prototype 3. Early Revenue,We invest in UK business raising their first or second round. Ascension can lead rounds or follow alongside other funds...,ascension@hotmail.com
Saka Ventures VC firm,India USA +2,$100k to $300k,3. Early Revenue 2. Prototype,We invest in Indian startups targeting the US and other global markets.,info@saka.com
Active Impact Investme... VC firm,USA Canada,$500k to $1.5M,4. Scaling 3. Early Revenue,"We invest in seed stage companies companies facilitating the transition from finite to infinite sources of energy,...",activeimpactinvestme@gmail.com
Great Wave Ventures VC firm,USA Japan,$250k to $2M,2. Prototype 3. Early Revenue +1,"We invest in construction, real estate, climate, and logistics.",greatwave@hotmail.com
Motu Ventures VC firm,Germany France +5,$50k to $300k,3. Early Revenue 2. Prototype,We invest in European Deep Tech startups in several B2B verticals. We get in...,contact@motu.com
The Sharing Group Corporate VC,Netherlands Belgium +14,$500k to $2M,2. Prototype 3. Early Revenue +2,We invest in early-stage companies in Energy & Sustainable Mobility throughout Europe (Pre-seed / Seed / Series A)...,team@thesharingcorporatevc.com
Conscience VC firm,USA Canada +1,$100k to $250k,1. Idea or Patent 2. Prototype +2,"We invest in North America-based pre-seed/early seed, science-led (thinking technical innovations) consumer startups....",info@conscience.com
Engineering Capital VC firm,USA,$300k to $1.5M,2. Prototype 1. Idea or Patent +1,We invest in software companies which have a technical insight and are taking technical risk (as further described...,info@engineering.com
Argo Capital Family office,USA UAE +1,$100k to $3M,3. Early Revenue 2. Prototype +2,We invest in driven and talented founders in industries with tailwind.,invest@argo.com
TO Ventures VC firm,USA,$10k to $200k,3. Early Revenue 4. Scaling +1,"We invest in innovative companies demonstrating clear market disruption potential and scalable solutions, with a focus...",contact@to.com
Kassam Investments LLC Family office,UK USA,$100k to $5M,4. Scaling 5. Growth +2,"We invest in Healthtech, Consumer, Medtech, DevOps, Fintech startups with $1M+ ARR and proven concept...",team@kassaminvestments.com
